Magn¨²s M. Halld¨®rsson,colorings,wireless,approximating,graphs,capacity,scheduling,power,coloring
Manabu Kuroki,total,bias,effects,variables,models,equation,selection,presence,identifying,latent,structural
Nhien-An Le-Khac,distributed
Laiwan Chan,causal,algorithm
Ingo Schmitt,multimedia
Le Thi Hoai An,programming,dc,robust
Laurence A. F. Park,document,semantic,information,retrieval,latent
Yuxin Huang,data
Marcos Andr¨¦ Gon?alves,learning,associative,classification
Andrew V. Goldberg,flow,decomposition,endre,number,auctions,v,goldbergmichael,problemandrew,tardos,bounds,minimum-cost,parallel,tarjan,generalized,lower,problems,experimental,goldbergserge,a,combinatorial,cut,shortest,related,goldbergrobert,algorithms,network,finding,competitive
Andrzej Pelc,exploration,broadcasting,networks,memory,tree,deterministic,unknown,radio
Joel Barajas,dynamic,display,approach
Uwe Wloka,processes,integration
Joachim von zur Gathen,extended,zur,curves,von
Andrzej Ehrenfeucht,examples,learning,extended,ehrenfeuchtdavid,languages,blumerandrzej,rozenberg,ehrenfeuchtgrzegorz
Alexander Tuzhilin,customer,patterns,models,discovery,data,discovering,temporal,approach,querying,unexpected,actionable,relational,improving,mining,databases,rules,personalization
Satyen Kale,learning,regret,approximate,method,algorithms,bandits,efficient,online
Rina Panigrahy,search,caching,clustering,web,bounds,uncertainty,lower,problems,computing,related,algorithms,graph
Paul Krause,reasoning
Amitabh Sinha,stochastic,approximation,design,algorithms,network
Shoji Hirano,data-oriented,patterns,induction,contingency,independence,hospital,data,clustering,time-series,matrix,methods,multiscale,medical,analysis,trajectory,temporal,visualization,statistical,comparison,mining,rule,cluster
Manish Kumar Anand,provenance,workflow,graphs,querying,scientific
Martin Zinkevich,learning,online
Zhijun Yin,data,clustering,analysis,social,topic,information,ranking,framework,graph
Mohammed Eunus Ali,queries,3d,approach,continuous,databases,motion-aware
Jana Schmidt,induction,automata,clustering,probabilistic
Andrew Gelfand,propagation,belief
Indrajit Ray,data
Josephine M. Cheng,db2
Latha S. Colby,view,data,deferred,maintenance,aggregate,analytics,query
Stelios Paparizos,structured,native,data,web,processing,xml,queries,tree,query,efficient,xquery,evaluation,timber
Anna Cinzia Squicciarini,networks,social,privacy
Sheng Zhong,data
Tobias Lang,worlds,stochastic,inference,domains,planning,relational
Takeshi Sakaki,earthquake,social,twitter
Tingjian Ge,array,data,processing,queries,query,secure,uncertain,multidimensional,sequences,matching
Yael Amsterdamer,provenance,xml
Ingmar Weber,search,web
Ann Becker,loop,algorithms,problem,cutset
Tim Sheard,types,abstract,database
Marie Jacob,digital,physical,environments,integrating,smartcis,sharing
Cory J. Butz,database
Reuven Bar-Yehuda,approximating,vertex,scheduling,algorithms,problem
Chengxiang Zhai,text,analysis,topic,latent
Chang-Zhen Hu,data,frequent
Mich¨¨le Sebag,analyzing,propagation,feature,ecml,evolution,european,proceedings,discovery,knowledge,data,streaming,learning,affinity,active,phase,barcelona,genetic,approach,2010,trees,20-24,september,relational,conference,spain,machine,pkdd,efficient,mining,databases
Linjun Yang,tag
John Pearson,collaborative,integration,research,scientific
Yun-Wu Huang,processing,query,spatial
Hiroshi Mamitsuka,learning,ordered,trees,query,probabilistic,labeled,efficient,mining
Dirk Wodtke,mentor,workflow,enterprise-wide,management
Iraklis Varlamis,semantics,web
Donald Kossmann,2004,desktop,swizzling,search,adaptable,vldb,international,elastic,data,personal,programming,streaming,web,testing,architecture,processing,conference,xml,xl,queries,internet,crowddb,predicate-based,performance,2.0,service,test,indexing,bases,processor,strategies,information,platform,services,flexible,sap,pointer,language,filters,stream,query,browser,framework,sql,databases,relational,cloud,skyline,sources,applications,systems,crowdsourcing,management,efficient,panel,xquery,object,online,evaluation,answering,application,generating,database,storage
Rebecca Braynard,networks,queries,sensor,continuous,energy-efficient
Takeshi Shinohara,unions,inference
Shaoxu Song,data,dependencies
Byron C. Wallace,learning,active,class
Gilles Stoltz,prediction,regret
Nicole Bidoit,xml,update,programs
Shirong Li,subgraph
Jian-Jian Wang,decision,incremental
Daniel Gon?alves,planar
Donald S. Fussell,protocols,systems,locking,database
Shu-Yao Chien,multiversion,documents,xml,efficient
Daniel K. Blandford,compact,representations
Julian Eberius,matching
Joydeep Ghosh,co-clustering,international,discovery,knowledge,data,coherent,clustering,learning,divergences,distributed,conference,maximum,active,large,heterogeneous,estimation,datasets,generative,temporal,approach,spatially,hierarchical,co-clusters,robust,simultaneous,framework,classification,taxonomies,mining,model-based,bregman,proceedings,overlapping,gaussian,scalable,noisy,balanced
Olga Papaemmanouil,extensible,data,dissemination,processing,trees,stream,query,overlay,generic
Alistair Sinclair,time,preliminary,determinant,mixing,extended,model,lattice,analysis,hardness,markov,approximation,graphs,random,abstract,trees,walks,computing,algorithms,systems,permanent,algebras
Klaus U. Schulz,answers
Victor Vianu,symposium,semantics,texas,nineteenth,constraints,systems,15-17,data,usa,revisited,documents,web,transactions,2000,rewriting,xml,data-driven,active,queries,update,parallel,schemas,principles,views,sigmod-sigact-sigart,typechecking,languages,report,expressiveness,services,determinacy,verification,computation,querying,query,spatial,databases,relational,interactive,applications,systems,topological,proceedings,object,dallas,acm,database,specification
Ning Xie,testing
Yonatan Aumann,asynchronous,aumannmichael,document,collections,pattern,extended,text,association,parallel,abstract)yonatan,rabin,graphs,o,pram,faulty,matching,mining,ben-or
Jing Zhang,provenance
Laure Berti-Equille,discovery,complex,truth,detection,copying
Daniel S. Yeung,feature,image,attacks,dynamic,face,clustering,news,learning,fault,selection,positioning,ensemble,rfid,microgrid,basis,architecture,control,sensitivity,detection,empirical,model,indoor,estimation,generalization,multiple,color,classifier,approach,high,blind,neural,adaptive,novel,different,moment,retrieval,construction,access,classification,method,recognition,study,l-gem,function,systems,depth,steganalysis,knn,rbfnn,investment,network,radial,error,growing,localized,weighting
?lisa Fromont,data,views,mining,database
Ittai Abraham,metric,low,spanning,embedding,graphs,embeddings,trees,spaces,stretch,local
Daniel Keren,monitoring,geometric,distributed,functions,threshold
Christie I. Ezeife,web
James Clifford,time,data,international,tsql2,glossary,conference,sigmod,temporal,historical,algebra,databases,relational,proceedings,management,acm,concepts,database
Franco P. Preparata,optimal,time,planar,dynamic,abstract)franco,extended,preparata,point,p,location,n,bilardifranco,network
Maguelonne Teisseire,web,design,database
Tamraparni Dasu,quality,data,cleaning,mining
Douglas H. Fisher,induction
Georgia Koloniari,xpath,distributed,xml,queries,peer-to-peer,recall-based,systems,cluster
Sridhar Hannenhalli,transforming,algorithm
Soumen Chakrabarti,pagerank,search,projections,feature,monitoring,entities,models,discovery,dynamic,document,linear,web,learning,banks,hypertext,index,text,labels,queries,fast,multiple,functions,topics,graphs,personalized,supervision,rank,respond,randomized,continuous,searching,ranking,query,accurate,databases,classification,design,non-smooth,collective,mining,graph,interactive,discriminant,keyword,term,browsing
Tyrone Grandison,documents,diverse,highlighting,concepts
Shan Leung Maverick Woo,trees
Paul R. Cohen,time,causal,models,data,structure,series
Wojciech Plandowski,algorithms
Bee-Chung Chen,models,data,learning,factor,reputation,cubes,privacy,recommendation,latent,online
Arvind Hulgeri,optimization,banks,cost,functions,searching,query,databases,parametric,keyword,browsing
Jochen Hipp,association,algorithm,mining
Rainer Gemulla,data,synopses,matrix,distributed,evolving,samples,datasets,large-scale,sample,hadoop,maintaining,random,mining
George Papastefanatos,evolution
Richard Dearden,structured,dynamic,programming,continuous,planning
Changshui Zhang,feature,propagation,data,clustering,matrix,learning,semi-supervised,embedding,maximum,fast,multiple,svm,nonlinear,margin,random,space,algorithm,probabilistic,boosting,kernel,multiclass,classification,reduction,efficient,multilevel,network,dimensionality
Ronen Shaltiel,seed,pseudo-random,ramsey,hardness,randomness,extractors
Robert Power,emergency,twitter,management
Jinlin Chen,patterns,web,model
Jialei Wang,learning,online
Norman W. Paton,pipelined,optimization,data,object-oriented,join,selection,processing,deductive,dataspaces,active,queries,model,integration,supporting,service,sensor,adaptive,querying,query,management,grid,interface,database
Chun-Wei Seah,learning,predictive
Charles A. Micchelli,learning
Walter Daelemans,15-19,european,proceedings,discovery,knowledge,learning,belgium,language,september,conference,antwerp,machine,ecml/pkdd,databases,2008
Hans-Peter Kriegel,collaborative,visualizing,optimal,feedback,time,search,feature,points,objects,trend,partial,structures,models,metric,dynamic,complex,data,subspace,clustering,reverse,join,learning,selection,supervised,subgraphs,hierarchies,distributed,scores,bayesian,processing,k-nearest,networks,index,dimensional,cost,detection,similarity,queries,fast,large,model,density,analysis,cad,performance,outlier,parallel,prediction,threshold,supporting,approach,high,hierarchical,approximations,tree,pruning,high-dimensional,structure,support,traffic,visual,ranking,series,outliers,query,retrieval,techniques,space,effective,algorithm,hashing,r-trees,density-connected,subspaces,probabilistic,identifying,uncertain,robust,multidimensional,spatial,boosting,access,frequent,preserving,route,databases,classification,relational,method,improving,design,multi-step,connected,neighbor,sets,algorithms,systems,spaces,joins,efficiently,correlation,environment,clusters,incremental,efficient,generic,mining,evaluation,interactive,multi-represented,scalable,grid,density-based,application,nearest,database,optimizing,multimedia,cluster,local,user
Wolfgang Lehner,2011,optimization,quality,dynamic,data,worlds,synopses,clustering,forecasting,distributed,exploiting,processing,processes,index,maintenance,evolving,dbms,samples,measurement,queries,estimation,datasets,business,hana,integration,sample,accelerator,views,service,maintaining,netweaver,random,sap,database,query,robust,applications,in-memory,live,management,cardinality,efficient,mining,answering,database,special,energy
Peter L. Bartlett,minimax,optimal,view,reinforcement,linear,learning,exploiting,bounds,model,estimation,rademacher,functions,complexities,regret,lower,kernel,structural,results,online,risk
Xiao-Zheng Lai,rfid,compact,reader,mobile,antenna,uhf
Thu D. Nguyen,search,personal,multi-dimensional,information,systems,management
Maurizio Lenzerini,symposium,advanced,international,constraints,systems,view-based,data,exchange,modeling,rewriting,queries,integration,regular,principles,views,sigmod-sigact-sigart,report,query,containment,entity-relationship,proceedings,concept,june,path,answering,acm,database,pods
Shenghuo Zhu,communities,content,dynamic,data,document,bayesian,networks,integrating,detection,model,analysis,performance,community,prediction,approach,link,framework,classification,cloud,combining,evolutions,detection
Xiaoli Zhang Fern,learning,ensemble,batch,cluster
Jan Ramon,reinforcement,learning,graphs,support,trees,frequent,relational,mining,subgraph
Huiping Cao,data,spatiotemporal
Nicola Leone,data,queries,integration,decompositions,hypertree
Tobias Friedrich,load,randomized,random,quasirandom,balancing
Alex Beutel,viruses,networks
Barry Smyth,discovery,web,recommendation
Xiaofang Zhou,search,objects,video,monitoring,international,dynamic,data,processing,conference,networks,summarizing,detection,similarity,queries,large,model,fuzzy,real-time,clip,april,prediction,trajectory,near-duplicate,approach,surface,indexing,range,query,retrieval,road,effective,spatial,trajectories,databases,relational,skyline,neighbor,matching,efficient,network,path,keyword,nearest,icde
Badrish Chandramouli,event,big,dynamic,data,streams,large-scale,real-time,analytics,stream,publish/subscribe,systems,microsoft,online
Thomas L. Dean,processes,markov,decision
Jiuyong Li,data,publishing,association,privacy,preserving,mining,rule
M. Arif Wani,honolulu,international,los,florida,usa,web,learning,volume,conference,december,18-21,2011,2011,icmla,10th,usa,applications,workshops,algorithm,recognition,applications,machine,proceedings,angeles,california,june,hawaii
Michael Schrefl,diagrams
Ming Shao,clustering,low-rank
Cong Yu,collaborative,schema,structured,content,native,data,web,exploration,xml,extraction,diversification,integration,uncertainty,sites,social,constructing,information,recommendation,querying,ratings,query,efficiency,schema-free,applications,systems,xquery,meaningful,interactive,building,timber,community-centric,database,group
Pedro Bizarro,re-optimization,proactive
Donald Carney,data,stream,aurora,management
Cyrus Shahabi,voronoi,time,objects,moving,data,range-sum,web,selection,transportation,processing,queries,large,land,analysis,peer-to-peer,integration,multivariate,multiple,surface,approximate,information,continuous,series,query,retrieval,accurate,progressive,spatial,trajectories,databases,neighbor,efficient,object,network,evaluation,spatiotemporal,nearest,utilizing
Naama Zwerdling,search
S¨¦bastien Jodogne,learning,actions,visual,percepts
Chee-Yong Chan,query,efficient,evaluation
Iordanis Kerenidis,optimal,bounds,quantum,communication,lower,complexity,one-way,applications,exponential
Ilias Diakonikolas,independence,learning,testing,functions,threshold,halfspaces,distributions,bounded,polynomial,fools
Lawrence A. Rowe,advanced,data,base,architecture,future,dbms,languages,committee,manifesto,application,postgres,database
Guichong Li,coupling,sampling,rules
Roberta Cochrane,summary,production,starburst,maintenance,automatic,xml,tables,query,sql,triggers,incremental
Alban Galland,social
Joseph Ramsey,causal,models
Paraschos Koutris,pricing,data,queries,parallel,querymarket,query
Slobodan Vucetic,data,learning,selection,sites,spatio-temporal,regression,sensor,distribution,budget,machines,classification,improving,accuracy,underrepresented,loss,online,vector
Dennis Fetterly,web,pages
MohammadHossein Bateni,planar,prize-collecting,steiner,approximation,graphs
Tobias Mayr,database
Qusay H. Mahmoud,web
Ouri Wolfson,objects,moving,dynamic,data,modeling,distributed,transportation,networks,cost,queries,mobile,communication,tracking,replication,information,commitment,computers,databases,location,systems,management,database
James Geller,oodb
Yanshan Xiao,data,learning,detection
Bart De Moor,clustering,text,analysis,journal,citation,hybrid,mining
Ning Liu,search,feature,advertising,web,learning,categorization,text,similarity,behavioral,queries,model,trace,semantic,temporal,social,oriented,random,novel,query,probabilistic,logs,framework,latent,targeting,scalable,intent,arima,user
Ching-Hung Lee,fuzzy,neural
Varsha Dani,optimization,bandit,linear,regret,online
Christoph Quix,data,management
Martin P¨¢l,rent-or-buy,multicommodity,approximation,mechanism,improved,algorithm,algorithms
Yutaka Matsuo,data,measuring,web,extraction,similarity,semantic,relations,social,relational,network
Loredana Afanasiev,sigmod,xquery,repeatability
Tahseen Al-Khateeb,novel,recurring
Einat Neumann,customer,modeling,value
Jayanta Banerjee,database
Manolis Terrovitis,set-valued,data,privacy
Jos¨¦ Gabriel Pereira Lopes,clustering,loglinear
Kevin J. Lang,empirical,community,graph
Vlastislav Dohnal,networks,similarity
Peter Geibel,dependent,learning,example,costs
Ana Lelescu,simple,information
Benjamin Reed,monitoring,debugging,distributed,gadget,dataflows,framework,custom,inspector,pig
Jos¨¦ Ram¨®n Quevedo,feature,learning,selection,subset
Kwan-Liu Ma,interactive
Alex Alves Freitas,induction,data,fuzzy,genetic,rule,problem
Fabian Moerchen,patterns,mining
Zhengdao Xu,processing,proximity,relations,constraint,location
Timos Antonopoulos,languages,tree
Jing Liu,regional,evaluation
Hannu Toivonen,minimal,time,european,discovery,knowledge,data,finland,learning,association,2002,discovering,graphs,series,probabilistic,frequent,databases,machine,proceedings,efficient,mining,episodes,network,helsinki,finding,august,19-23,non-derivable,rules
Luis E. Ortiz,sampling
Kamal Jain,production,schema,steiner,connectivity,congestion,networks,primal-dual,facility,approximation,approach,economies,generalized,games,element,problems,ranking,algorithm,equilibria,location,algorithms,matching,online,problem
Mika Klemettinen,mining,rule
Karthik Ramachandra 0002,query,program
Percy Liang,learning
Xiao-Ming Du,stochastic,control,cost,infinity,nonlinear,guaranteed,uncertain,systems
Cheng-Wei Wu,utility,high,itemsets,efficient,mining
Alex Fabrikant,complexity
Eric Lehman,testing,complexity,monotonicity,network
Hao Xu,snapshots,skippy
Hao Wu,public,hangzhou,free-bicycle
Amy J. Lee,view,evolvable
Osman Abul,hiding
Hao He,grounding,dynamic,maintenance,xml,queries,incremental
Berrin A. Yanikoglu,sentiment,lexicons
Yuan-Chi Chang,optimization,queries,supporting,database
Frederick Reiss,refinement,data,architecture,processing,text,extraction,information,query,systemt,declarative,enterprise
Sabine Massmann,xml,matching
Takehisa Yairi,detection,identification
Yoshitsugu Kakemoto,kdd,process
Ljupco Todorovski,2003,induction,models,european,discovery,croatia,knowledge,meta,dynamics,equation,conference,equations,22-26,cavtat-dubrovnik,discovering,predictive,trees,decision,september,inducing,process,proceedings
Tianyi Jiang,customer
Shetal Shah,dynamic,data,approach
Panayiotis Neophytou,continuous
Marko Grobelnik,ecml,bled,european,proceedings,discovery,knowledge,learning,7-11,slovenia,semantic,september,conference,2009,machine,pkdd,databases
Kamalika Das,monitoring,data,distributed,regression,scalable
Daniel H. Greene,h,yao,algorithms,frances
William M. Kantor,groupsl¨¢szl,finite,kantoreugene,m,luks
Francis Maes,learning,labeling
L¨¢szl¨® Kov¨¢cs,2003,2003,international,wide,web,world,hungary,www,twelfth,20-24,proceedings,budapest
Joel H. Saltz,data,systems,database
Linyuan Lu,graphs,random,massive
Axel-Cyrille Ngonga Ngomo,data,queries,question,sparql,answering
Seungjin Choi,deep,models,learning,bayesian,algorithm,hashing
Raghu Meka,minimization,learning,pseudorandom,functions,threshold,generators,polynomial
David Wilhite,data,aggregate
Xiaoming Li,event,entities,web,historical
Gavin Taylor,feature,reinforcement,linear,learning,selection,approximation,approximate,programs,function,value
Larry Carter,classes,wegman,n,hash
Bin Shen,gas,rules
Avinatan Hassidim,testing,quantum
Hakim Hacid,dynamics,networks,generated,social,user
Ramesh K. Sitaraman,maggsramesh,networks,routing,butterfly,faults,m,k,sitaraman
Nish Parikh,queries,buzz-based
Monojit Choudhury,search,query,logs
Hang Guo,search
Dinesh Manocha,fast,co-processing,computation,query,graphics,processors,database,commodity
Kyriacos E. Pavlou,information,accountability,database
Lijun Wang,complex,supply,chain,network
C. Lee Giles,communities,collaborative,search,chemical,features,feature,models,data,digital,crawler,document,crawling,clustering,documents,detecting,web,learning,selection,libraries,extracting,exploring,networks,text,automatic,large-scale,author,memory,discovering,approach,graphs,hierarchical,social,topic,citation,information,searching,ranking,query,probabilistic,boosting,databases,classification,focused,algorithms,correlation,efficient,network,graph,finding,disambiguation,identification,scientific,user
Tomohiro Yoshihara,structures,control,parallel,concurrency
Xiaodan Song,modeling,temporal,evolutionary,information
Andrea Maurino,quality,linking,temporal,records
Paul Dagum,optimal,models,dynamic,carlo,forecasting,estimation,inference,monte,network
Michael A. Bender,robots,cache-oblivious,b-trees,directed,graphs,improved,scheduling,power,algorithms,stretch
Xiaofei He,spectral,data,document,matrix,learning,analysis,recommendation,probabilistic,kernel,discriminant
Dorian Suc,qualitative
Arthur U. Asuncion,models
Yi-Hung Wu,data,streams,algorithm,frequent,efficient,mining,strategy
Zoi Kaoudi,data
Peter Scheuermann,dynamic,data,processing,association,nsf,queries,discovering,file,report,continuous,algorithm,probabilistic,uncertain,trajectories,disk,systems,workshop,mining,rules
Moritz Hardt,data,analysis,private
Elaheh Pourabbas,olap,operators
William DuMouchel,data,empirical,squashing
Konstantin Makarychev,metric,unique,maximum,directed,approximation,embeddings,games,problems,near-optimal,partitioning,algorithms,graph,semi-random,play
Lei Zou,pattern,queries,large,match,graph,answering,database
Markus Ojala,data,significance,mining,randomization
Jinchuan Chen,voronoi,data,queries,uncertain,uv-diagram,diagram,nearest-neighbor,evaluating
Jos¨¦ Hern¨¢ndez-Orallo,performance,roc,trees,auc
Yahav Nussbaum,flow,planar,max,maximum,source,graphs,cut,undirected
Chen-Sen Ouyang,english,engineering,reading,mining,comprehension
Shawn R. Jeffery,data,rfid,streams,cleaning,adaptive,systems
Xin Wang,pattern,matching,graph
Petr A. Golovach,parameterized,problems
Naoki Katoh,minimum,applications
Dana F. Wilkinson,learning
James J. Lu,information
Hanhua Chen,search,efficient
Oscar D¨ªaz,active,approach
Sihong Xie,discovery,review,pattern,detection,spam,iterative
Manoj Prabhakaran,concurrent,knowledge,zero,complexity
Zhi-Min He,generalization,blind,steganalysis
Luca Baldassarre,embeddings
Lei Shi,data
Branislav Kveton,mdps
Tomasz Imielinski,technique,sleepers,objects,air,discovery,data,caching,environments,mobile,model,incomplete,infinite,strategies,information,query,research,databases,relational,applications,workaholics,efficient,mining,rule,database
Andrew McGregor,differential,data,streams,clustering,streaming,linear,streams,sketching,approximation,entropy,distances,approximate,information,structure,privacy,stream,algorithm,probabilistic,uncertain,applications,estimating,graph
Marcin Zukowski,vectorwise,vectorwise,dbms,cooperative
Rita Chattopadhyay,domain,adaptation
Amotz Bar-Noy,peleg,windows,bar-noynathan,extended,networks,media-on-demand,routing,linialdavid,approximating,allocation,real-time,service,on-line,scheduling,algorithms,throughput,efficient,competitive
Aleksander Kolcz,detection,improved
Christian Bizer,data,trust,web,linked
Ricardo Silva,variables,models,learning,bayesian,latent,structural,gaussian
Corrado Loglisci,data,discovering
Yanfeng Shu,data,management
Nina Mishra,search,clustering,privacy,auditing
Amos Beimel,span,programs,information,monotone,retrieval,private
Henry M. Levy,data,personal,semantic,sharing
Ramez Elmasri,time,data,tsql2,index,model,integration,temporal,language,query,techniques,access,research,databases,database
Wai Lup Low,data
Nenghai Yu,learning
Richi Nayak,data,xml,preliminary,social,study,matching
Yukiko Kawai,web
Georg Schnitger,versus,extended,schnitger,maassgeorg,communication,complexity,power
Ja-Ling Wu,graphs
Peter Gemmell,checking,approximate
Cristian Danescu-Niculescu-Mizil,linguistic,social,online
Laurynas Biveinis,update,main-memory,efficient
Thore Graepel,search,advertising,data,linear,learning,bayesian,classifiers,large,prediction,game,scale,online
Magesh Jayapandian,query,database
Tugkan Batu,testing,sublinear,approximating,edit,distributions,random,distance
Anoop Singhal,distributed,systems
Inge Thyssens,object
Prasad M. Deshpande,data,arbitrary,imprecise,similarity,olap,measures,retrieval,skyline,efficient
Olivier Biton,workflows,provenance,views,querying,user
Ioannis Kopanakis,trajectory
Rolf Klein,strategy,competitive
Abhimanyu Das,selection,algorithms,subset
Alexander Gammerman,data,learning,pattern,prediction,inductive,regression,confidence,machines,recognition,on-line
Serge Rielau,o-o,db2
H. F. Ting,windows,sliding
Rafiul Ahad,supporting,language,query,database
Walker M. White,event,checkpoint,processing,massively,recovery,games,research,publish/subscribe,systems,database
Armin Fessler,correctness,composite,systems
Milena Mihail,topology,connectivity,graphs,trees,network,application
Won Kim,schema,objects,vlsi,object-oriented,distributed,processing,queries,model,cad,operations,support,query,databases,relational,transaction,systems,multidatabase,environment,management,medline,acm,concepts,database,multimedia,implementation
Ankit Agrawal,data,text,social,identifying
Giorgio Ghelli,effects,programming,xml,language,query,efficient,object,database
Fabio Pinelli,data,pattern,trajectory,mobility,mining
Henry F. Korth,correctness,transactions,distributed,control,panel,xml,queries,model,performance,real-time,protocol,concurrency,main-memory,research,databases,relational,design,transaction,systems,multidatabase,formal,database,storage
Carlos Soares,selection,classification
Johannes F¨¹rnkranz,european,2006,learning,preference,conference,18-22,berlin,analysis,ranking,pairwise,september,germany,classification,machine,proceedings,efficient,rule,error
Satinder P. Singh,dynamical,models,reinforcement,temporally,learning,stochastic,observable,processes,bounds,markov,temporal,eligibility,linear-gaussian,graphical,reset,approximate,games,predictive,rewards,planning,traces,decision,options,partially,systems,policy,state,theory,representations,abstract
Bruno Codenotti,economies
Abhimanyu Lad,ordering,prediction,tasks
Jeff Bernhardt,data,sql,mining
Jennifer L. Beckmann,sparse
Youming Qiao,isomorphism,groups
Xia Ning,linear,methods,semi-supervised,extraction,sparse,set,top-n,classification,solution,problem
Barzan Mozafari,patterns,complex,data,xml,streams,queries,large,unifying,stream,mining
Sirish Chandrasekaran,data,streaming,queries,continuous
Geert-Jan Houben,web,engineering,semantic,information,systems,hera,presentation
Rod Adams,binding
Peng-Fei Li,fingerprint,algorithm
Chun Tang,data,microarray,gene,mining
Hannes Heikinheimo,low-entropy,data,trees,binary,finding
Alexander Rasin,correlation
Olivier Verscheure,domain,learning,distributed,distributions,transfer,adaptive,cross,stream,voip,systems,mining
S. S. Ravi,clustering,constrained,constraints,efficient
Gustavo E. A. P. A. Batista,time,dynamic,sensors,series,classification,warping,mining
Jean Fran?on,fran?onjean,operations,vuillemin,sequences,flajoletjean
Roni Khardon,kernels,learning,processes,multi-task,gaussian
Mineichi Kudo,web
Korinna Bade,hierarchical
Kunpeng Zhang,electric,multiple,unit,social
Flavio Chierichetti,models,caching,web,conductance,spreading,applications,finding,rumour
Jacob Eisenstein,text
Wei Shen,entities,knowledge,web,base,named,semantic,traffic,framework,tagging,task
Vebjorn Ljosa,indexing,multi-resolution,probabilistic,images
Yuan Wang,data,distributed,xml,internet,query
Susumu Horiguchi,learning
Bradley C. Kuszmaul,b-trees
Benjamin Packer,learning,transfer
Petra Mutzel,planar,inserting,graph
Richard Cole,technique,log,dynamic,siegel,geometric,faster,abstract)richard,pattern,string,designing,extended,networks,bounds,fast,routing,parallel,yap,o(n,tree,randomized,approximate,searching,trees,algorithm,deterministic,colealan,vishkin,exact,applications,algorithms,faults,spaces,problemsrichard,matching,tatonnement,subset,coleuzi,suffix
Guangli Nie,classification
Haran Boral,research,management,database
Robert M. Yadrick,models,inference,uncertain
Tobias Jung,approximation,function,value
Cheng Gong,control,nuclear,power
Stanley Y. W. Su,advanced,high-level,conversion,knowledge,data,programming,object-oriented,base,distributed,processing,internet-based,analysis,parallel,memory,negotiation,language,query,databases,design,applications,program,network,sharing,application,k,strategy,database,implementation
Blaz Zupan,decomposition,data,learning,nomograms,machine,mining
Siddharth Barman,cuts
Anthony Kosky,data,tools
V. Srinivasan,index,performance,real-time,concurrency,on-line,algorithms
Prasanna Padmanabhan,technique,ad-hoc,data,mobile,real-time,replication,databases,network
Erik Wilde,schema,international,web,xml,restful,services,access,design
Stephen Suen,graphs,greedy,random,algorithm,paths
Seth A. Myers,diffusion,networks,information
Udi Wieder,search,bounds,weighted,lower
Shivakumar Vaithyanathan,search,unsupervised,constraints,data,clustering,learning,extraction,imprecise,approach,olap,hierarchical,information,uncertain,rule-based,systems,declarative,rules,database
Sheng Zhang,data,ratings
Nader H. Bshouty,optimal,arithmetic,h,models,automata,abstract)nader,geometric,dnf,classes,linear,learning,read-once,bshoutyrichard,extended,queries,membership,pac,functions,parallel,uniform,noise-tolerant,errors,monotone,distribution,abstract,trees,small,complexity,query,decision,formulas,multiplicity,exact,applications,algorithms,attribute,oracle,learnability,nearly,problem,concepts
Larry A. Wasserman,estimation,graphs
Piew Datta,learning,concept
Guo-Jun Qi,metric,learning,networks,sampling
Martin F. Arlitt,web,peer-to-peer,traffic,power
Sairam Subramanian,planar,searching
Tsuyoshi Ueno,model-free,policy,evaluation
Zenglin Xu,data,learning,lasso,group
Kathryn B. Laskey,co-clustering,models,learning,bayesian,networks,belief,engineering,constructing,representing,network
Alexander Brodsky,optimal,constraints,optimization,object-oriented,learning,functions,inference,regression,programs,querying,language,query,constraint,decision,algorithm,databases,expressed
Hyungsul Kim,mining
Bal¨¢zs R¨¢cz,similarity,link-based
Douglas W. Cornell,multi-system,relational,buffer,environment,management,multi-query
Anca Muscholl,data,queries,trees,traces
Antonio Albano,data,programming,mechanism,language,object,database
Michael Langberg,data,graphs
Liu Wenyin,web,approach,media
Ning Ruan,reachability,queries,large,approach,graphs,distance,graph,answering
Mehmed M. Kantardzic,international,data,learning,semi-supervised,conference,december,approach,icmla,usa,applications,machine,efficient,mining
Ullas Nambiar,web,imprecise,queries,helping,service,databases,answering
G?sta Grahne,semantics,data,queries,regular,exchange,querying,containment,databases,rewritings,sets,representation,efficient,mining,path,database
Chao Chen,homology
Fabio Grandi,tsql2
Richard Jeffers,protocols,real-time,databases,locking
Jorge F. Garza,object-oriented,database
Jun Zhang 0008,user
Jun Zhang 0005,processing,queries,spatial
Jun Zhang 0002,data,learning,compact,classifiers,accurate,taxonomies,value,attribute
Jun Zhang 0001,predicting,number,data,condition,privacy,simultaneous
Gerasimos Marketos,data,trajectory,mining
Julien Prados,feature,selection
Ceren Budak,diffusion,networks,social,information,networks
Yves Grandvalet,learning,sparse,model,kernel
Andreas Paepcke,web,browsing
Arne Koopman,relational
David Scot Taylor,join,indexing,schemes
Daniel Alexander Ford,clv,optical,performance,disks
Virginia Vassilevska Williams,fast,approximation,equivalences,algorithms
Carl Burch,learning
Karl Dias,replay,sql,oracle,database
Lei Gao,data,replication,services
Mark H. Overmars,h,extended,abstract)mark,surface,maintaining,abstract,trees,plane,hidden
Jason Weston,deep,patterns,learning,semi-supervised,embedding,approach,ranking,kernel,latent,orthogonal
Lei Guo,networks,social
